,Name,Model,Year,Mileage,Price
1077,Chevrolet,Chevrolet Equinox,2021,63046,19199
1078,Nissan,Nissan Versa,2021,24517,19999
1079,Nissan,Nissan Versa,2021,28105,19999
1080,Ford,Ford Ecosport,2018,39669,19999
1081,Chevrolet,Chevrolet Equinox,2021,60315,19999
1082,Ford,Ford Escape,2018,62136,19999
1083,Nissan,Nissan Rogue,2019,63604,19999
1084,Jeep,Jeep Compass,2018,64346,19999
1085,Nissan,Nissan Altima,2021,64791,19999
1086,Mazda,Mazda Mazda CX-30,2021,67435,19999
1087,Ford,Ford Fusion,2020,93914,19999
1088,Kia,Kia K5,2021,64393,20499
1089,Nissan,Nissan Kicks,2022,22513,20999
1090,Jeep,Jeep Renegade,2020,61873,21499
1091,Volkswagen,Volkswagen Tiguan,2021,66837,21499
1092,Nissan,Nissan Rogue,2018,46644,21699
1093,Chevrolet,Chevrolet Trax,2020,19056,22999
1094,Nissan,Nissan Kicks,2022,30400,22999
1095,Nissan,Nissan Rogue,2021,71363,22999
1096,Honda,Honda CR-V,2018,64670,23499
1097,Jeep,Jeep Renegade,2021,29327,23999
1098,Nissan,Nissan Rogue,2021,64436,23999
1099,Ford,Ford Mustang,2021,60587,24999
1100,Ford,Ford Mustang,2021,64348,24999
1101,Honda,Honda HR-V,2022,22929,25999
1102,Honda,Honda HR-V,2022,30921,25999
1103,BMW,BMW 2 Series,2021,58608,25999
1104,BMW,BMW 3 Series,2020,68237,26999
1105,Chevrolet,Chevrolet Traverse,2019,60244,29499
1106,Ford,Ford F-150,2018,60743,29499
1107,Buick,Buick Envision,2020,25334,29999
1108,Cadillac,Cadillac XT5,2021,58233,29999
1109,Audi,Audi A6,2020,59092,34499
1110,Toyota,Toyota 4Runner,2019,62286,38799
1111,Toyota,Toyota Tundra 4WD,2019,62618,40999
1112,Volkswagen,Volkswagen Atlas,2021,30815,43999
1113,RAM,RAM 2500,2020,57556,44999
1114,Ford,Ford Expedition MAX,2021,62824,45999
1115,Hyundai,Hyundai Elantra,2020,65958,16999
1116,Kia,Kia Sportage,2021,64612,18999
1117,Nissan,Nissan Rogue Sport,2020,83680,18999
1118,Nissan,Nissan Versa,2021,18963,19999
1119,Ford,Ford Fusion,2020,57130,21999
1120,Chevrolet,Chevrolet Equinox,2021,44369,23999
1121,Dodge,Dodge Durango,2018,78443,23999
1122,Nissan,Nissan Rogue Sport,2022,27750,24499
1123,Ford,Ford Mustang,2021,65159,24499
1124,GMC,GMC Terrain,2020,34175,24999
1125,Nissan,Nissan Murano,2019,60688,24999
1126,Infiniti,Infiniti Q50,2021,60749,24999
1127,Honda,Honda CR-V,2018,67274,24999
1128,Honda,Honda Passport,2019,71825,24999
1129,Ford,Ford Edge,2021,75890,26999
1130,Ford,Ford Edge,2019,31000,27499
1131,BMW,BMW 3 Series,2020,61504,27499
1132,Hyundai,Hyundai Sonata,2021,28680,27999
1133,Lincoln,Lincoln Lincoln MKZ,2020,56448,28499
1134,Jeep,Jeep Grand Cherokee,2020,61773,29999
1135,Ford,Ford F-150,2020,73655,29999
1136,Audi,Audi A6,2020,72100,30999
1137,Chevrolet,Chevrolet Silverado 1500,2019,64941,32999
1138,Ford,Ford F-150,2021,56440,33999
1139,Chevrolet,Chevrolet Colorado,2022,18939,37999
1140,GMC,GMC Yukon,2018,76922,38999
1141,Chevrolet,Chevrolet Silverado 1500,2019,60530,39999
1142,Kia,Kia Soul,2021,67868,16999
1143,Kia,Kia Forte,2020,69756,16999
1144,Nissan,Nissan Versa,2021,54450,17499
1145,Kia,Kia Soul,2021,63338,17499
1146,Kia,Kia Forte,2021,66333,17499
1147,Ford,Ford Fusion,2020,64930,18499
1148,Hyundai,Hyundai Kona,2021,61905,18999
1149,Jeep,Jeep Compass,2018,54982,19999
1150,Mitsubishi,Mitsubishi Outlander,2020,61271,20999
1151,Chevrolet,Chevrolet Trax,2020,22452,21499
1152,Chrysler,Chrysler Voyager,2021,67087,21999
1153,Ford,Ford Ecosport,2020,10927,24999
1154,Jeep,Jeep Cherokee,2021,43675,27999
1155,Mazda,Mazda Mazda CX-9,2021,66300,27999
1156,Jeep,Jeep Grand Cherokee,2020,60325,29999
1157,Buick,Buick Enclave,2019,60484,32499
1158,Chevrolet,Chevrolet Tahoe,2021,65501,49499
1159,GMC,GMC Sierra 1500,2020,58443,50999
1160,Hyundai,Hyundai Elantra,2018,57158,16599
1161,Kia,Kia Soul,2020,63879,16999
1162,Hyundai,Hyundai Kona,2020,66112,17999
1163,Kia,Kia Optima,2020,67536,18299
1164,Kia,Kia Optima,2020,64327,18499
1165,Ford,Ford Fusion,2020,56967,19999
1166,Jeep,Jeep Cherokee,2020,65080,20999
1167,Toyota,Toyota Camry,2020,39226,22999
1168,GMC,GMC Terrain,2020,65365,23399
1169,GMC,GMC Terrain,2021,63750,24499
1170,Jeep,Jeep Cherokee,2017,43580,24999
1171,Ford,Ford Escape,2020,58100,24999
1172,Volkswagen,Volkswagen Atlas,2019,61310,24999
1173,Chevrolet,Chevrolet Blazer,2021,62775,24999
1174,Ford,Ford Mustang,2021,63286,24999
1175,Honda,Honda HR-V,2019,31182,25999
1176,Chrysler,Chrysler Pacifica,2020,68052,26499
1177,Chevrolet,Chevrolet Equinox,2022,23650,26999
1178,Honda,Honda Accord Sedan,2019,40035,26999
1179,Nissan,Nissan Kicks,2021,11302,27499
1180,Chevrolet,Chevrolet Traverse,2021,74784,27999
1181,Audi,Audi A5 Sportback,2021,58372,29999
1182,Dodge,Dodge Durango,2020,75837,29999
1183,Toyota,Toyota Tacoma,2016,73601,31999
1184,RAM,RAM 1500,2019,63275,34499
1185,GMC,GMC Sierra 1500,2021,64557,38799
1186,GMC,GMC Yukon,2020,64327,40499
1187,Chevrolet,Chevrolet Silverado 1500,2020,38510,40999
1188,Volvo,Volvo XC90,2021,31032,42999
1189,Kia,Kia Telluride,2021,23303,44499
1190,Ford,Ford Transit Passenger Wagon,2021,67208,47499
1191,Hyundai,Hyundai Elantra,2018,39087,17499
1192,Kia,Kia Optima,2019,61588,17999
1193,Kia,Kia Optima,2020,65072,18299
1194,Nissan,Nissan Altima,2020,79347,18499
1195,Buick,Buick Encore,2019,61148,19699
1196,Ford,Ford Ecosport,2020,61831,21599
1197,Nissan,Nissan Murano,2021,66506,22499
1198,Toyota,Toyota Camry,2018,46463,22699
1199,Ford,Ford Mustang,2020,61399,23499
1200,Ford,Ford Escape,2022,27895,24999
1201,Mazda,Mazda Mazda3 Hatchback,2019,42762,24999
1202,Honda,Honda HR-V,2022,32614,25599
1203,Mazda,Mazda Mazda CX-5,2020,29815,26999
1204,GMC,GMC Terrain,2020,31770,27799
1205,Honda,Honda Accord Sedan,2021,45773,28499
1206,Honda,Honda Accord Sedan,2020,36761,28999
1207,Cadillac,Cadillac XT4,2021,60495,28999
1208,Lincoln,Lincoln Nautilus,2019,61464,28999
1209,Kia,Kia Optima,2020,24039,29999
1210,Land Rover,Land Rover Discovery,2020,67858,30999
1211,Jeep,Jeep Grand Cherokee,2019,61620,32499
1212,Toyota,Toyota Highlander,2020,81325,33699
1213,Chevrolet,Chevrolet Silverado 1500,2020,62552,34999
1214,Chevrolet,Chevrolet Silverado 1500,2020,50658,43999
1215,Volvo,Volvo XC60,2023,5417,44999
1216,Chevrolet,Chevrolet Tahoe,2021,64790,49999
1217,Rivian,Rivian R1t,2022,13193,74999
1218,Nissan,Nissan Sentra,2019,76900,14999
1219,Nissan,Nissan Versa,2021,60310,16499
1220,Nissan,Nissan Versa,2021,61046,16499
1221,Nissan,Nissan Kicks,2021,56427,18299
1222,Dodge,Dodge Journey,2020,61699,18699
1223,Toyota,Toyota Corolla,2021,60347,18999
1224,Toyota,Toyota Corolla,2021,61813,18999
1225,Toyota,Toyota Corolla,2021,58311,19299
1226,Nissan,Nissan Altima,2021,71782,19499
1227,Hyundai,Hyundai Sonata,2021,72659,19799
1228,Nissan,Nissan Altima,2021,56933,19999
1229,Nissan,Nissan Altima,2021,59743,19999
1230,Chevrolet,Chevrolet Malibu,2018,34905,20999
1231,Chevrolet,Chevrolet Equinox,2021,56323,20999
1232,Mazda,Mazda Mazda6,2021,61818,20999
1233,Nissan,Nissan Altima,2021,56226,21299
1234,Hyundai,Hyundai Venue,2021,25536,22499
1235,Toyota,Toyota Camry,2021,57488,22699
1236,Nissan,Nissan Rogue,2021,56674,22999
1237,Toyota,Toyota RAV4,2021,72086,23499
1238,Chevrolet,Chevrolet Equinox,2019,38622,23999
1239,Nissan,Nissan Kicks,2020,10160,25499
1240,Honda,Honda Civic Sedan,2020,12571,25499
1241,Chrysler,Chrysler Pacifica,2021,65365,25999
1242,BMW,BMW 2 Series,2021,54772,26499
1243,Nissan,Nissan Rogue,2020,31052,27499
1244,Lincoln,Lincoln Nautilus,2019,54759,27999
1245,Jeep,Jeep Grand Cherokee,2020,62974,28499
1246,Alfa Romeo,Alfa Romeo Stelvio,2019,35816,28999
1247,Nissan,Nissan Rogue,2021,16904,29499
1248,RAM,RAM 1500 Classic,2021,56183,29999
1249,BMW,BMW 5 Series,2021,58758,29999
1250,Chevrolet,Chevrolet Traverse,2020,22735,30499
1251,Nissan,Nissan Armada,2021,59639,32999
1252,GMC,GMC Canyon,2020,55877,33499
1253,Alfa Romeo,Alfa Romeo Stelvio,2021,23473,34999
1254,RAM,RAM ProMaster Cargo Van,2021,69330,35499
1255,Toyota,Toyota Tacoma 4WD,2021,55621,36299
1256,Toyota,Toyota Avalon,2020,11820,37999
1257,Ford,Ford Expedition,2020,61518,41999
1258,Ford,Ford F-150,2021,56705,43999
1259,Lexus,Lexus RX,2021,23816,44499
1260,Audi,Audi Q7,2019,18591,46499
1261,Chevrolet,Chevrolet Tahoe,2021,63883,49499
1262,GMC,GMC Yukon XL,2021,64582,61999
1263,Chevrolet,Chevrolet Spark,2021,65529,15299
1264,Hyundai,Hyundai Accent,2020,62787,16999
1265,Hyundai,Hyundai Accent,2020,64509,16999
1266,Hyundai,Hyundai Accent,2020,66473,16999
1267,Nissan,Nissan Rogue Sport,2021,69205,18999
1268,Nissan,Nissan Kicks,2021,64134,19499
1269,Ford,Ford Ecosport,2020,61595,19799
1270,Hyundai,Hyundai Kona,2020,65249,19999
1271,Toyota,Toyota Corolla,2021,62478,20499
1272,Nissan,Nissan Altima,2021,61006,20699
1273,Mitsubishi,Mitsubishi Outlander Sport,2020,60584,20799
1274,Mazda,Mazda Mazda CX-30,2021,66216,20799
1275,Nissan,Nissan Rogue Sport,2021,64045,20999
1276,Mitsubishi,Mitsubishi Outlander,2020,64959,21799
1277,Mitsubishi,Mitsubishi Outlander,2020,66852,21799
1278,Mitsubishi,Mitsubishi Outlander,2020,62192,21999
1279,Jeep,Jeep Compass,2021,62261,23499
1280,Chrysler,Chrysler Voyager,2021,74593,23499
1281,Chrysler,Chrysler Voyager,2021,76678,23499
1282,Nissan,Nissan Murano,2021,62636,23999
1283,Volkswagen,Volkswagen Tiguan,2021,64274,24999
1284,Toyota,Toyota Camry,2021,62603,25499
1285,GMC,GMC Terrain,2021,62983,26299
1286,Nissan,Nissan Rogue,2021,67115,26599
1287,Nissan,Nissan Rogue,2021,61361,26799
1288,Cadillac,Cadillac XT4,2020,64821,26799
1289,Mazda,Mazda Mazda CX-5,2021,72493,26999
1290,Chrysler,Chrysler Pacifica,2021,68316,29499
1291,Chevrolet,Chevrolet Blazer,2021,60520,29799
1292,Volkswagen,Volkswagen Atlas,2021,59629,29999
1293,Ford,Ford Explorer,2019,60997,29999
1294,Audi,Audi Q5,2021,59207,30799
1295,Nissan,Nissan Armada,2020,77777,30799
1296,Volvo,Volvo V60 Cross Country,2020,61275,32499
1297,Chevrolet,Chevrolet Traverse,2021,60641,32799
1298,Chrysler,Chrysler Pacifica,2021,61998,36999
1299,Chevrolet,Chevrolet Tahoe,2020,78824,39799
1300,Lincoln,Lincoln Aviator,2021,64601,39999
1301,Jeep,Jeep Wrangler Unlimited,2020,39255,42999
1302,Hyundai,Hyundai Palisade,2022,15387,49499
1303,GMC,GMC Yukon XL,2021,76947,50799
1304,Chrysler,Chrysler Voyager,2021,71767,23499
1305,Ford,Ford Escape,2018,56520,17499
1306,Kia,Kia Soul,2020,37722,17999
1307,Kia,Kia Forte,2021,58853,17999
1308,Chevrolet,Chevrolet Trax,2021,58878,17999
1309,Nissan,Nissan Kicks,2021,58908,18299
1310,Ford,Ford Escape,2018,64626,18499
1311,Nissan,Nissan Sentra,2021,55919,18999
1312,Volkswagen,Volkswagen Jetta,2020,57771,18999
1313,Chevrolet,Chevrolet Malibu,2021,59234,18999
1314,Toyota,Toyota Corolla,2021,63417,18999
1315,Hyundai,Hyundai Sonata,2021,55039,19499
1316,Mitsubishi,Mitsubishi Outlander,2020,56802,20299
1317,Kia,Kia K5,2021,57796,20999
1318,Kia,Kia K5,2021,58521,20999
1319,Nissan,Nissan Maxima,2020,61670,21199
1320,Toyota,Toyota Camry,2021,57691,22699
1321,Toyota,Toyota Camry,2021,57199,22999
1322,GMC,GMC Terrain,2021,56363,24499
1323,Audi,Audi Q3,2021,56628,25499
1324,Jeep,Jeep Renegade,2020,17315,25899
1325,Volkswagen,Volkswagen Tiguan,2020,16340,27999
1326,Chevrolet,Chevrolet Equinox,2019,15889,29499
1327,BMW,BMW X1,2020,41202,29999
1328,Chevrolet,Chevrolet Traverse,2020,29302,31999
1329,Mazda,Mazda Mazda CX-9,2020,43054,31999
1330,Ford,Ford Expedition,2019,90309,32999
1331,Hyundai,Hyundai Accent,2020,55748,16199
1332,Nissan,Nissan Versa,2021,55809,16799
1333,Hyundai,Hyundai Kona,2020,65916,16999
1334,Mitsubishi,Mitsubishi Outlander Sport,2020,59857,17299
1335,Nissan,Nissan Kicks,2021,60934,17999
1336,Chevrolet,Chevrolet Malibu,2019,76464,17999
1337,Nissan,Nissan Rogue Sport,2021,57022,18499
1338,Nissan,Nissan Rogue Sport,2021,62478,18799
1339,Nissan,Nissan Sentra,2021,55251,18999
1340,Nissan,Nissan Sentra,2021,55751,18999
1341,Mazda,Mazda Mazda3 Sedan,2020,59858,18999
1342,Toyota,Toyota Corolla,2021,60688,18999
1343,Nissan,Nissan Rogue Sport,2021,55523,19199
1344,Ford,Ford Fusion,2019,29171,19499
1345,Hyundai,Hyundai Sonata,2021,55920,19499
1346,Nissan,Nissan Murano,2018,61313,19499
1347,Mitsubishi,Mitsubishi Outlander Sport,2021,44266,19699
1348,Dodge,Dodge Journey,2020,58329,19699
1349,Chevrolet,Chevrolet Malibu,2021,58973,20199
1350,Mazda,Mazda Mazda CX-30,2021,61434,20299
1351,Chevrolet,Chevrolet Equinox,2021,55613,20999
1352,Kia,Kia Optima,2019,27943,21499
1353,Chevrolet,Chevrolet Trax,2020,11599,21999
1354,Toyota,Toyota Camry,2021,57969,22699
1355,Ford,Ford Escape,2020,19391,22899
1356,Hyundai,Hyundai Santa Fe,2020,65775,22999
1357,Dodge,Dodge Charger,2021,59759,23999
1358,Mazda,Mazda Mazda CX-5,2019,60608,24999
1359,Jeep,Jeep Grand Cherokee,2019,56666,26999
1360,Ford,Ford F-150,2021,55390,38999
1361,Nissan,Nissan Kicks,2020,59245,17499
1362,Chevrolet,Chevrolet Malibu,2020,60729,18199
1363,Mitsubishi,Mitsubishi Outlander Sport,2020,57821,18499
1364,Chevrolet,Chevrolet Malibu,2021,60615,18699
1365,Volkswagen,Volkswagen Jetta,2021,58142,19299
1366,Jeep,Jeep Compass,2021,59917,20799
1367,Chrysler,Chrysler Voyager,2020,67478,20999
1368,Chrysler,Chrysler Voyager,2021,65221,21999
1369,Nissan,Nissan Altima,2020,62405,22999
1370,Buick,Buick Encore GX,2020,44951,23499
1371,Nissan,Nissan Rogue,2021,74805,23499
1372,GMC,GMC Terrain,2021,61084,24199
1373,Chrysler,Chrysler Pacifica,2021,64927,25999
1374,Lexus,Lexus NX,2021,60954,30999
1375,Ford,Ford Transit Cargo Van,2020,60642,37299
1376,Mitsubishi,Mitsubishi Outlander Sport,2021,61978,17499
1377,Dodge,Dodge Journey,2020,61854,18699
1378,Chevrolet,Chevrolet Malibu,2021,56886,18999
1379,Chevrolet,Chevrolet Malibu,2021,60556,19299
1380,Nissan,Nissan Altima,2021,54683,19499
1381,Nissan,Nissan Altima,2021,57768,19999
1382,Nissan,Nissan Altima,2021,58141,19999
1383,Ford,Ford Escape,2018,24465,20999
1384,Kia,Kia K5,2021,56660,20999
1385,Nissan,Nissan Altima,2021,56673,20999
1386,Chevrolet,Chevrolet Equinox,2021,58242,21499
1387,Toyota,Toyota Camry,2020,58498,21999
1388,Toyota,Toyota Camry,2021,62942,22299
1389,Nissan,Nissan Maxima,2021,57836,23499
1390,Chrysler,Chrysler 300,2021,58510,24999
1391,Ford,Ford Bronco Sport,2021,53131,25499
1392,Hyundai,Hyundai Sonata,2020,7655,25999
1393,Chevrolet,Chevrolet Equinox,2020,24870,27999
1394,GMC,GMC Terrain,2021,27134,29999
1395,BMW,BMW X3,2021,58689,29999
1396,Chrysler,Chrysler Pacifica,2021,62451,29999
1397,Volkswagen,Volkswagen Tiguan,2019,16683,30999
1398,Alfa Romeo,Alfa Romeo Giulia,2021,21060,31999
1399,Ford,Ford Explorer,2020,24488,33499
1400,Lexus,Lexus UX,2020,13315,34999
1401,Toyota,Toyota RAV4,2023,503,38499
1402,Acura,Acura RDX,2021,14795,38499
1403,Lexus,Lexus RX,2020,33757,41499
1404,Jeep,Jeep Grand Cherokee,2021,22489,43499
1405,Ford,Ford F-150,2021,52882,44999
1406,GMC,GMC Yukon,2021,67717,51699
1407,Ford,Ford Super Duty F-250 SRW,2021,74755,57499
1408,Toyota,Toyota Camry,2021,57952,22699
1409,Hyundai,Hyundai Accent,2021,58150,29499
1410,Nissan,Nissan Versa,2021,62119,16499
1411,Kia,Kia Soul,2021,64695,16699
1412,Hyundai,Hyundai Elantra,2020,59055,16999
1413,Nissan,Nissan Versa,2021,63797,17199
1414,Toyota,Toyota Corolla,2020,70897,17299
1415,Volkswagen,Volkswagen Jetta,2020,61387,18199
1416,Toyota,Toyota Corolla,2021,65990,18499
1417,Toyota,Toyota Corolla,2021,66656,18499
1418,Chevrolet,Chevrolet Malibu,2021,61299,18699
1419,Volkswagen,Volkswagen Golf,2021,60477,18999
1420,Volkswagen,Volkswagen Jetta,2021,62009,18999
1421,Toyota,Toyota Corolla,2021,63098,18999
1422,Toyota,Toyota Corolla,2021,63346,18999
1423,Toyota,Toyota Corolla,2021,63374,18999
1424,Chevrolet,Chevrolet Malibu,2021,69570,18999
1425,Kia,Kia Optima,2020,72853,18999
1426,Hyundai,Hyundai Sonata,2021,60741,19199
1427,Chevrolet,Chevrolet Malibu,2021,64811,19199
1428,Dodge,Dodge Journey,2020,60179,19299
1429,Chevrolet,Chevrolet Malibu,2021,64904,19299
1430,Chevrolet,Chevrolet Equinox,2021,61236,19499
1431,Ford,Ford Fusion,2020,64224,20499
1432,Jeep,Jeep Compass,2021,66294,20799
1433,Mitsubishi,Mitsubishi Outlander Sport,2021,38452,20999
1434,Mitsubishi,Mitsubishi Outlander Sport,2021,38510,20999
1435,Chrysler,Chrysler Voyager,2021,64770,22199
1436,Toyota,Toyota Camry,2021,62116,22299
1437,Toyota,Toyota Camry,2021,63264,22299
1438,Dodge,Dodge Charger,2021,61886,23199
1439,Nissan,Nissan Rogue,2021,63399,23199
1440,Chrysler,Chrysler 300,2021,61459,24699
1441,Nissan,Nissan Frontier,2018,64531,25499
1442,Chrysler,Chrysler 300,2021,61773,25799
1443,GMC,GMC Terrain,2020,38281,25999
1444,Chevrolet,Chevrolet Traverse,2021,62105,31499
1445,Jeep,Jeep Grand Cherokee,2020,15399,31999
1446,Jeep,Jeep Wrangler,2021,61800,36299
1447,Ford,Ford F-150,2021,61302,38499
1448,Nissan,Nissan Versa,2021,60105,16499
1449,Hyundai,Hyundai Elantra,2020,61668,16699
1450,Ford,Ford Fiesta,2019,22789,16999
1451,Hyundai,Hyundai Elantra,2020,58158,16999
1452,Chevrolet,Chevrolet Trax,2021,59134,17999
1453,Ford,Ford Ecosport,2021,60832,19499
1454,Chevrolet,Chevrolet Equinox,2021,64564,20499
1455,Toyota,Toyota Camry,2020,58101,21999
1456,Toyota,Toyota Camry,2021,61586,22699
1457,Chrysler,Chrysler Pacifica,2021,65937,25999
1458,Jeep,Jeep Grand Cherokee,2020,72626,26499
1459,Buick,Buick Enclave,2019,58009,27499
1460,Subaru,Subaru Ascent,2019,58004,27999
1461,Jeep,Jeep Grand Cherokee,2020,60328,28999
1462,Toyota,Toyota Avalon,2019,58267,29999
1463,Ford,Ford Transit Van,2018,91837,29999
1464,Nissan,Nissan Armada,2021,65909,32699
1465,Toyota,Toyota Highlander,2021,63819,32999
1466,Toyota,Toyota 4Runner,2019,61016,34999
1467,Toyota,Toyota Tacoma 4WD,2020,64832,36199
1468,RAM,RAM 1500,2020,60635,39999
1469,Nissan,Nissan Versa,2020,57586,15999
1470,Kia,Kia Soul,2020,60670,15999
1471,Hyundai,Hyundai Elantra,2020,61084,15999
1472,Nissan,Nissan Kicks,2020,59988,16499
1473,Nissan,Nissan Versa,2021,58999,16799
1474,Hyundai,Hyundai Elantra,2020,57543,16999
1475,Hyundai,Hyundai Kona,2021,60132,17199
1476,Hyundai,Hyundai Kona,2021,59987,17999
1477,Mitsubishi,Mitsubishi Outlander Sport,2021,58267,18999
1478,Volkswagen,Volkswagen Tiguan,2018,58350,18999
1479,Toyota,Toyota Corolla,2021,61115,18999
1480,Kia,Kia Optima,2019,58254,19999
1481,Chevrolet,Chevrolet Equinox,2021,60182,20999
1482,Kia,Kia Sportage,2019,63772,20999
1483,Nissan,Nissan Maxima,2020,59547,21999
1484,Chrysler,Chrysler Voyager,2021,60568,22499
1485,Dodge,Dodge Charger,2020,63377,22499
1486,Nissan,Nissan Rogue,2021,58471,23499
1487,Chevrolet,Chevrolet Equinox,2019,55576,23999
1488,Nissan,Nissan Rogue,2021,37780,24299
1489,Ford,Ford Escape,2022,36777,24499
1490,RAM,RAM 1500,2017,65704,24499
1491,Chrysler,Chrysler Pacifica,2020,66302,26499
1492,Honda,Honda Insight,2022,34691,27699
1493,Jeep,Jeep Grand Cherokee,2021,61195,29999
1494,Chevrolet,Chevrolet Traverse,2021,58763,30999
1495,Hyundai,Hyundai Accent,2020,67193,15999
1496,Hyundai,Hyundai Accent,2021,62247,16499
1497,Hyundai,Hyundai Elantra,2020,63154,16499
1498,Nissan,Nissan Versa,2021,63619,16499
1499,Hyundai,Hyundai Elantra,2020,63908,16499
1500,Hyundai,Hyundai Elantra,2020,66584,16499
1501,Kia,Kia Soul,2020,62031,16999
1502,Nissan,Nissan Kicks,2020,67448,16999
1503,Nissan,Nissan Sentra,2021,61331,17999
1504,Volkswagen,Volkswagen Jetta,2021,61373,17999
1505,Nissan,Nissan Sentra,2021,63931,17999
1506,Toyota,Toyota Corolla,2020,65515,18499
1507,Chevrolet,Chevrolet Equinox,2019,63485,18599
1508,Chrysler,Chrysler Voyager,2020,80795,18799
1509,Chevrolet,Chevrolet Equinox,2018,59338,18999
1510,Chevrolet,Chevrolet Equinox,2019,64835,19499
1511,Nissan,Nissan Altima,2021,69508,19799
1512,Nissan,Nissan Kicks,2021,32914,19999
1513,Toyota,Toyota Camry,2020,62205,21999
1514,Toyota,Toyota Camry,2021,64095,21999
1515,Nissan,Nissan Rogue,2021,63494,22999
1516,Chrysler,Chrysler Pacifica,2020,70537,23499
1517,Chrysler,Chrysler Pacifica,2020,71527,23799
1518,Chevrolet,Chevrolet Equinox,2019,55047,23999
1519,Audi,Audi Q3,2021,63736,24999
1520,Toyota,Toyota RAV4,2018,66928,24999
1521,Chrysler,Chrysler Pacifica,2021,74478,24999
1522,Chrysler,Chrysler Pacifica,2021,76935,24999
1523,Chevrolet,Chevrolet Express Cargo Van,2017,93370,26999
1524,Audi,Audi A5 Sportback,2021,61834,29999
1525,Chevrolet,Chevrolet Express Cargo Van,2019,80529,31999
1526,Dodge,Dodge Durango,2021,69318,36799
1527,Hyundai,Hyundai Elantra,2019,95736,13999
1528,Nissan,Nissan Sentra,2020,80911,15999
1529,Nissan,Nissan Versa,2021,67555,16499
1530,Kia,Kia Soul,2020,71523,16499
1531,Hyundai,Hyundai Venue,2021,60998,16999
1532,Nissan,Nissan Kicks,2020,63044,16999
1533,Volkswagen,Volkswagen Jetta,2021,70569,17799
1534,Nissan,Nissan Rogue,2020,86037,17999
1535,Mitsubishi,Mitsubishi Outlander Sport,2020,66025,18999
1536,Kia,Kia Optima,2019,69143,18999
1537,Chevrolet,Chevrolet Malibu,2020,83080,18999
1538,Ford,Ford Taurus,2019,95767,18999
1539,Chevrolet,Chevrolet Malibu,2021,62277,19499
1540,Chevrolet,Chevrolet Malibu,2021,65034,19999
1541,Nissan,Nissan Altima,2021,67256,19999
1542,Nissan,Nissan Altima,2021,71033,19999
1543,Jeep,Jeep Compass,2021,67203,20999
1544,Ford,Ford Ecosport,2020,24729,21499
1545,Chrysler,Chrysler Voyager,2021,70251,21499
1546,Jeep,Jeep Compass,2021,65401,21999
1547,Subaru,Subaru Crosstrek,2016,66742,21999
1548,Chrysler,Chrysler Voyager,2021,73195,21999
1549,GMC,GMC Terrain,2020,66649,22499
1550,Ford,Ford Escape,2020,73291,22499
1551,Hyundai,Hyundai Tucson,2020,63972,22999
1552,Nissan,Nissan Rogue,2021,67313,23499
1553,Toyota,Toyota Camry,2020,39143,23999
1554,GMC,GMC Acadia,2019,69840,24999
1555,Mazda,Mazda Mazda CX-5,2021,49409,25499
1556,Subaru,Subaru Crosstrek,2019,50607,25999
1557,Infiniti,Infiniti QX60,2019,64853,25999
1558,BMW,BMW 3 Series,2020,75579,25999
1559,Chevrolet,Chevrolet Traverse,2021,79969,26999
1560,Jeep,Jeep Grand Cherokee,2021,64559,27499
1561,Toyota,Toyota RAV4,2020,40630,28999
1562,Jeep,Jeep Grand Cherokee,2020,60312,28999
1563,Nissan,Nissan Armada,2020,81113,28999
1564,Jeep,Jeep Grand Cherokee,2019,60398,29499
1565,Infiniti,Infiniti QX80,2020,71236,31999
1566,Dodge,Dodge Charger,2021,64406,32499
1567,Kia,Kia Soul,2020,60656,15999
1568,Nissan,Nissan Rogue Sport,2021,61001,17999
1569,Nissan,Nissan Sentra,2021,59500,18699
1570,Dodge,Dodge Journey,2020,60657,19299
1571,Mazda,Mazda Mazda CX-5,2020,59427,22199
1572,Volkswagen,Volkswagen Tiguan,2021,62514,22199
1573,Nissan,Nissan Rogue,2021,58706,23499
1574,Hyundai,Hyundai Elantra,2020,63242,16699
1575,Hyundai,Hyundai Elantra,2020,59354,16999
1576,Kia,Kia Forte,2020,61506,16999
1577,Hyundai,Hyundai Kona,2021,61378,17199
1578,Nissan,Nissan Kicks,2020,58805,17499
1579,Kia,Kia Forte,2021,60424,17699
1580,Mitsubishi,Mitsubishi Eclipse Cross,2020,59595,17999
1581,Chevrolet,Chevrolet Malibu,2021,60705,18699
1582,Chevrolet,Chevrolet Malibu,2021,60395,18999
1583,Toyota,Toyota Corolla,2021,60831,18999
1584,Toyota,Toyota Corolla,2021,61257,18999
1585,Hyundai,Hyundai Sonata,2021,61545,19199
1586,Ford,Ford Ecosport,2020,52701,19999
1587,Jeep,Jeep Compass,2020,61303,19999
1588,Subaru,Subaru Legacy,2019,60215,20499
1589,Nissan,Nissan Rogue,2020,61841,20799
1590,Jeep,Jeep Compass,2021,57826,21299
1591,Jeep,Jeep Compass,2021,60510,21999
1592,Jeep,Jeep Compass,2020,62110,21999
1593,Volkswagen,Volkswagen Tiguan,2021,58290,22499
1594,Nissan,Nissan Rogue,2021,58539,23499
1595,Chevrolet,Chevrolet Express Cargo Van,2021,52978,33499
1596,Ford,Ford F-150,2021,58255,46499
